id,product,category,amount,sale_date,quantity,customer_id,store_location
8610,Doll,Toys,484.21,2023-05-08,1,149,"Los Angeles"
8611,Dresser,Furniture,626.90,2023-01-11,5,417,Miami
8612,Dresser,Furniture,545.79,2023-04-24,6,328,Houston
8613,"History Book",Books,869.86,2023-03-19,6,194,"Los Angeles"
8614,Dress,Clothing,852.63,2023-06-06,8,146,"New York"
8615,"Fiction Book",Books,781.21,2023-03-08,5,197,Chicago
8616,Monitor,Electronics,106.08,2023-04-22,8,490,Chicago
8617,Keyboard,Electronics,84.24,2023-01-16,2,314,Houston
8618,Speaker,Electronics,234.12,2023-03-06,1,172,Chicago
8619,Desk,Furniture,461.41,2023-01-19,2,196,Chicago
8620,Shoes,Clothing,785.54,2023-03-09,6,229,Houston
8621,Bed,Furniture,140.75,2023-03-18,8,131,"New York"
8622,Laptop,Electronics,250.39,2023-06-03,6,26,Houston
8623,Bookshelf,Furniture,999.53,2023-06-08,5,187,Houston
8624,Camera,Electronics,698.97,2023-06-27,9,106,Chicago
8625,Speaker,Electronics,317.71,2023-05-22,10,293,Miami
8626,Tablet,Electronics,378.08,2023-01-01,9,185,"Los Angeles"
8627,Doll,Toys,528.60,2023-05-14,2,178,Chicago
8628,Laptop,Electronics,514.55,2023-01-19,10,261,Houston
8629,Puzzle,Toys,866.86,2023-01-11,7,121,"New York"
8630,Speaker,Electronics,296.32,2023-05-18,10,190,"New York"
8631,Sofa,Furniture,324.62,2023-06-09,5,309,Houston
8632,"Science Book",Books,589.74,2023-02-15,6,386,"Los Angeles"
8633,"Coffee Table",Furniture,833.27,2023-05-29,7,321,"Los Angeles"
8634,"History Book",Books,567.67,2023-04-08,10,180,Miami
8635,Doll,Toys,806.22,2023-01-08,8,385,Chicago
8636,Wardrobe,Furniture,269.99,2023-06-11,7,326,"Los Angeles"
8637,"Coffee Table",Furniture,986.25,2023-04-16,10,48,Chicago
8638,Shoes,Clothing,964.83,2023-01-21,7,37,"Los Angeles"
8639,"Coffee Table",Furniture,755.33,2023-04-03,4,15,"Los Angeles"
8640,"Remote Control Car",Toys,125.41,2023-05-07,2,306,Houston
8641,Bed,Furniture,418.80,2023-05-20,7,411,"Los Angeles"
8642,"Non-fiction Book",Books,43.48,2023-01-20,5,365,Chicago
8643,Doll,Toys,439.00,2023-04-04,3,431,Chicago
8644,"Art Book",Books,882.38,2023-03-29,8,233,Miami
8645,Jeans,Clothing,389.71,2023-06-12,4,7,"New York"
8646,Mouse,Electronics,200.17,2023-03-25,8,73,Houston
8647,"Non-fiction Book",Books,239.33,2023-04-11,1,357,"Los Angeles"
8648,Dress,Clothing,11.96,2023-04-11,8,73,Chicago
8649,"Non-fiction Book",Books,143.40,2023-06-22,4,454,Chicago
8650,"History Book",Books,310.04,2023-05-03,5,133,Miami
8651,Puzzle,Toys,98.93,2023-02-02,7,233,Chicago
8652,"Table Lamp",Furniture,200.41,2023-02-17,8,422,"New York"
8653,"Art Book",Books,955.59,2023-06-14,7,364,Chicago
8654,"Non-fiction Book",Books,48.99,2023-01-22,5,422,Miami
8655,"Action Figure",Toys,920.03,2023-01-17,8,137,"Los Angeles"
8656,Desk,Furniture,184.37,2023-05-21,4,215,"New York"
8657,Monitor,Electronics,191.64,2023-01-09,7,104,"New York"
8658,Jeans,Clothing,379.42,2023-05-23,9,390,"Los Angeles"
8659,"Art Book",Books,90.41,2023-03-23,10,296,Miami
8660,Camera,Electronics,795.06,2023-03-14,7,471,Miami
8661,Wardrobe,Furniture,451.74,2023-05-10,3,45,Houston
8662,Nightstand,Furniture,81.86,2023-04-17,8,400,Miami
8663,Puzzle,Toys,208.86,2023-05-18,2,347,Miami
8664,"Coffee Table",Furniture,904.24,2023-02-22,8,433,"New York"
8665,"History Book",Books,374.94,2023-04-21,10,441,Chicago
8666,Bookshelf,Furniture,240.60,2023-01-12,6,393,"New York"
8667,Bookshelf,Furniture,502.00,2023-04-16,5,188,Chicago
8668,"Board Game",Toys,829.55,2023-05-09,1,139,"New York"
8669,Puzzle,Toys,991.20,2023-06-11,6,413,Houston
8670,"Non-fiction Book",Books,485.86,2023-04-20,6,56,Houston
8671,"History Book",Books,613.83,2023-01-01,2,413,Houston
8672,"Science Book",Books,111.12,2023-02-24,2,483,"Los Angeles"
8673,"Fiction Book",Books,797.21,2023-04-22,8,350,"Los Angeles"
8674,"Science Book",Books,920.28,2023-03-13,3,472,"New York"
8675,"Table Lamp",Furniture,607.16,2023-03-31,7,392,Miami
8676,Jeans,Clothing,806.45,2023-03-14,7,405,"Los Angeles"
8677,"Art Book",Books,268.91,2023-05-07,7,186,Houston
8678,"Science Book",Books,6.77,2023-05-01,4,323,"Los Angeles"
8679,Bed,Furniture,708.61,2023-01-17,4,171,Houston
8680,"Fiction Book",Books,896.29,2023-06-14,9,343,Houston
8681,"Science Book",Books,362.20,2023-02-09,1,184,Miami
8682,"Board Game",Toys,604.13,2023-03-26,6,114,Chicago
8683,Headphones,Electronics,677.39,2023-01-04,1,120,"New York"
8684,Wardrobe,Furniture,901.98,2023-01-19,8,345,"New York"
8685,Headphones,Electronics,243.78,2023-06-20,1,82,Miami
8686,Dress,Clothing,787.10,2023-03-13,7,459,Houston
8687,"Action Figure",Toys,694.06,2023-03-03,7,77,Miami
8688,"Board Game",Toys,868.06,2023-06-25,3,223,"Los Angeles"
8689,"Fiction Book",Books,525.11,2023-02-28,1,127,"New York"
8690,"Action Figure",Toys,642.67,2023-01-05,2,453,Miami
8691,"Action Figure",Toys,569.54,2023-04-06,10,86,Miami
8692,Jeans,Clothing,911.76,2023-05-27,4,91,Miami
8693,Camera,Electronics,962.96,2023-02-04,1,383,Houston
8694,Doll,Toys,589.02,2023-02-28,9,165,"New York"
8695,Bed,Furniture,172.35,2023-04-14,4,57,Chicago
8696,Doll,Toys,957.72,2023-05-09,7,143,"Los Angeles"
8697,Speaker,Electronics,524.97,2023-06-12,10,482,"New York"
8698,Camera,Electronics,792.59,2023-03-06,5,12,Miami
8699,Bed,Furniture,638.92,2023-06-02,4,23,"Los Angeles"
8700,Bed,Furniture,374.56,2023-04-17,9,230,Houston
8701,Dresser,Furniture,978.27,2023-01-06,3,2,"Los Angeles"
8702,"History Book",Books,604.29,2023-05-02,6,374,"New York"
8703,Monitor,Electronics,628.85,2023-06-20,9,175,"Los Angeles"
8704,Speaker,Electronics,250.80,2023-03-27,7,368,Houston
8705,"Art Book",Books,871.23,2023-03-23,7,429,"Los Angeles"
8706,Nightstand,Furniture,311.59,2023-04-17,1,156,Chicago
8707,"Science Book",Books,728.13,2023-01-21,4,264,Chicago
8708,"Board Game",Toys,218.10,2023-05-18,2,268,"New York"
8709,Nightstand,Furniture,873.58,2023-04-01,10,497,"Los Angeles"
8710,Wardrobe,Furniture,95.44,2023-01-09,10,323,"Los Angeles"
8711,"Remote Control Car",Toys,457.68,2023-03-08,5,120,Houston
8712,"Coffee Table",Furniture,182.18,2023-04-17,5,135,"New York"
8713,"Science Book",Books,398.01,2023-03-04,6,342,Houston
8714,"Remote Control Car",Toys,187.44,2023-01-14,9,438,Miami
8715,"Remote Control Car",Toys,601.69,2023-03-12,2,305,Chicago
8716,Keyboard,Electronics,91.48,2023-01-27,5,450,"New York"
8717,"Science Book",Books,878.03,2023-01-26,1,459,"Los Angeles"
8718,Smartwatch,Electronics,584.36,2023-01-19,8,249,"Los Angeles"
8719,T-shirt,Clothing,587.41,2023-05-30,4,235,"New York"
8720,Jacket,Clothing,218.63,2023-06-23,2,442,Miami
8721,Smartwatch,Electronics,144.83,2023-04-26,8,449,"New York"
8722,Wardrobe,Furniture,565.17,2023-01-28,1,436,"New York"
8723,Monitor,Electronics,283.10,2023-03-05,10,233,Houston
8724,"History Book",Books,14.45,2023-02-08,1,229,"Los Angeles"
8725,"Fiction Book",Books,455.04,2023-05-29,8,132,"New York"
8726,"Art Book",Books,319.71,2023-01-18,6,189,"Los Angeles"
8727,Bed,Furniture,489.75,2023-01-17,10,352,Chicago
8728,Shoes,Clothing,324.33,2023-05-09,6,414,"Los Angeles"
8729,Bookshelf,Furniture,888.26,2023-03-14,4,281,Houston
8730,Speaker,Electronics,638.33,2023-03-03,8,486,Chicago
8731,Bookshelf,Furniture,882.50,2023-02-16,7,201,"New York"
8732,Bookshelf,Furniture,615.28,2023-01-22,8,171,Chicago
8733,Jacket,Clothing,270.18,2023-02-05,2,155,Miami
8734,Monitor,Electronics,523.66,2023-04-15,4,468,Houston
8735,Jacket,Clothing,735.77,2023-05-02,2,415,Houston
8736,"Science Book",Books,77.33,2023-01-28,6,102,Chicago
8737,T-shirt,Clothing,483.01,2023-06-01,8,149,"New York"
8738,Headphones,Electronics,408.68,2023-06-11,3,289,"New York"
8739,"Action Figure",Toys,750.65,2023-03-31,3,350,Houston
8740,"History Book",Books,714.98,2023-05-11,5,109,Houston
8741,"Fiction Book",Books,773.97,2023-03-30,2,127,Miami
8742,Bookshelf,Furniture,483.15,2023-03-29,10,220,"Los Angeles"
8743,"Action Figure",Toys,676.75,2023-01-03,1,62,Chicago
8744,"Table Lamp",Furniture,107.30,2023-06-07,1,299,Miami
8745,Shoes,Clothing,648.52,2023-05-24,1,429,"New York"
8746,Laptop,Electronics,204.93,2023-05-10,10,377,Miami
8747,Puzzle,Toys,164.34,2023-04-21,6,6,"Los Angeles"
8748,"Science Book",Books,70.95,2023-01-12,2,179,Chicago
8749,"Coffee Table",Furniture,943.01,2023-04-10,10,30,Chicago
8750,Laptop,Electronics,643.37,2023-04-23,2,56,Miami
8751,Dress,Clothing,821.56,2023-05-21,5,418,Miami
8752,Puzzle,Toys,687.38,2023-03-30,4,226,"New York"
8753,Mouse,Electronics,25.90,2023-04-22,1,147,"Los Angeles"
8754,Puzzle,Toys,15.88,2023-05-07,5,106,Houston
8755,"Non-fiction Book",Books,902.09,2023-03-06,1,164,"Los Angeles"
8756,Puzzle,Toys,936.50,2023-03-01,9,131,Houston
8757,Puzzle,Toys,328.82,2023-05-02,4,478,Chicago
8758,Keyboard,Electronics,332.15,2023-02-01,9,422,Chicago
8759,Dress,Clothing,226.69,2023-04-12,2,481,Chicago
8760,"Coffee Table",Furniture,256.35,2023-06-22,1,113,"New York"
8761,"Fiction Book",Books,754.45,2023-02-25,3,231,Chicago
8762,"Board Game",Toys,591.29,2023-03-18,4,255,Chicago
8763,Puzzle,Toys,137.53,2023-04-03,2,149,Miami
8764,"Remote Control Car",Toys,13.72,2023-01-17,5,395,Houston
8765,Smartwatch,Electronics,901.50,2023-03-28,8,52,"Los Angeles"
8766,"Art Book",Books,537.62,2023-01-15,8,345,"New York"
8767,Dresser,Furniture,228.53,2023-01-19,9,396,Chicago
8768,Laptop,Electronics,249.95,2023-06-07,7,253,Houston
8769,"History Book",Books,51.98,2023-03-03,6,358,Miami
8770,Shoes,Clothing,556.43,2023-02-24,9,143,Miami
8771,"History Book",Books,718.16,2023-02-24,4,432,"Los Angeles"
8772,"History Book",Books,349.03,2023-05-05,5,3,Houston
8773,"Action Figure",Toys,524.57,2023-04-07,2,482,Chicago
8774,Shoes,Clothing,8.03,2023-03-16,1,489,Houston
8775,"Remote Control Car",Toys,87.57,2023-05-03,2,336,Miami
8776,"Non-fiction Book",Books,601.59,2023-01-27,10,78,"New York"
8777,"Fiction Book",Books,997.25,2023-03-16,1,70,Chicago
8778,"Action Figure",Toys,122.72,2023-01-17,2,117,Miami
8779,Jeans,Clothing,974.52,2023-05-31,3,419,"Los Angeles"
8780,"Table Lamp",Furniture,955.74,2023-06-28,1,234,"New York"
8781,Puzzle,Toys,233.68,2023-02-20,8,336,"Los Angeles"
8782,Bed,Furniture,344.44,2023-03-31,5,416,Houston
8783,Chair,Furniture,999.27,2023-03-28,4,263,Chicago
8784,"Art Book",Books,900.68,2023-04-13,2,486,Chicago
8785,Bookshelf,Furniture,775.01,2023-05-23,7,410,"New York"
8786,Jacket,Clothing,978.64,2023-06-14,7,218,"Los Angeles"
8787,Monitor,Electronics,718.56,2023-04-01,4,131,"Los Angeles"
8788,Dress,Clothing,83.41,2023-06-24,6,24,Chicago
8789,Keyboard,Electronics,886.00,2023-06-27,3,193,"New York"
8790,Shoes,Clothing,916.62,2023-01-08,5,59,"Los Angeles"
8791,Puzzle,Toys,753.89,2023-05-11,4,312,"New York"
8792,Bed,Furniture,178.26,2023-04-25,7,171,Houston
8793,"Non-fiction Book",Books,760.58,2023-04-25,10,306,"Los Angeles"
8794,Doll,Toys,828.45,2023-02-23,1,77,Houston
8795,Headphones,Electronics,392.60,2023-04-13,7,338,"Los Angeles"
8796,"Science Book",Books,16.37,2023-05-30,2,25,Miami
8797,Dress,Clothing,352.64,2023-01-22,6,152,Miami
8798,"History Book",Books,171.06,2023-06-17,2,465,"Los Angeles"
8799,Dresser,Furniture,558.68,2023-05-23,3,28,Chicago
8800,Doll,Toys,685.89,2023-04-17,9,353,Miami
8801,Speaker,Electronics,447.36,2023-03-13,7,22,"Los Angeles"
8802,Bookshelf,Furniture,237.05,2023-01-01,4,273,Houston
8803,Sofa,Furniture,358.27,2023-06-26,9,118,Houston
8804,"Fiction Book",Books,4.20,2023-03-26,4,136,"Los Angeles"
8805,"Board Game",Toys,63.43,2023-04-22,10,355,Miami
8806,"Action Figure",Toys,712.30,2023-02-26,5,112,Miami
8807,"Table Lamp",Furniture,557.40,2023-01-25,1,322,"New York"
8808,Doll,Toys,993.31,2023-05-23,10,255,Houston
8809,Shoes,Clothing,163.12,2023-06-11,1,167,Houston
8810,Sofa,Furniture,510.83,2023-05-28,6,195,"Los Angeles"
8811,Doll,Toys,489.51,2023-04-10,4,435,Chicago
8812,Jeans,Clothing,838.72,2023-03-09,4,341,"Los Angeles"
8813,Shoes,Clothing,740.88,2023-01-06,10,268,Miami
8814,"Remote Control Car",Toys,506.94,2023-06-28,5,77,Chicago
8815,Mouse,Electronics,792.77,2023-02-18,10,47,Chicago
8816,Nightstand,Furniture,943.59,2023-05-25,2,277,"New York"
8817,"Coffee Table",Furniture,969.65,2023-04-18,1,306,Miami
8818,Dresser,Furniture,691.65,2023-03-22,2,225,Houston
8819,Jeans,Clothing,814.14,2023-02-14,8,125,Miami
8820,T-shirt,Clothing,522.34,2023-04-14,3,381,Miami
8821,"Coffee Table",Furniture,840.44,2023-06-22,3,249,Houston
8822,"Action Figure",Toys,853.74,2023-01-19,10,248,Chicago
8823,Dress,Clothing,427.66,2023-03-21,10,133,Chicago
8824,Smartwatch,Electronics,24.58,2023-02-01,8,237,Miami
8825,Jeans,Clothing,916.27,2023-06-04,6,51,Miami
8826,Bookshelf,Furniture,962.06,2023-06-05,5,318,Miami
8827,"Coffee Table",Furniture,88.99,2023-01-25,5,340,"New York"
8828,"Art Book",Books,881.23,2023-03-22,6,295,"New York"
8829,Keyboard,Electronics,423.41,2023-06-13,3,328,Chicago
8830,Nightstand,Furniture,84.41,2023-03-31,3,363,Miami
8831,"Coffee Table",Furniture,683.02,2023-02-26,6,311,Chicago
8832,Doll,Toys,288.00,2023-05-03,6,306,Chicago
8833,T-shirt,Clothing,186.38,2023-04-01,10,126,"Los Angeles"
8834,Desk,Furniture,329.54,2023-04-21,1,301,Houston
8835,"Action Figure",Toys,334.29,2023-01-16,5,423,Miami
8836,Dresser,Furniture,182.53,2023-01-10,8,229,"New York"
8837,Dresser,Furniture,779.95,2023-06-05,10,138,Chicago
8838,Shoes,Clothing,433.41,2023-02-17,1,140,"Los Angeles"
8839,Puzzle,Toys,619.06,2023-01-01,2,417,Houston
8840,"Art Book",Books,569.31,2023-06-07,7,377,Houston
8841,Shoes,Clothing,31.34,2023-04-18,9,347,Houston
8842,"Science Book",Books,580.25,2023-01-27,1,293,Miami
8843,"Fiction Book",Books,94.52,2023-02-16,10,109,"New York"
8844,"Remote Control Car",Toys,927.67,2023-06-25,1,284,Chicago
8845,Doll,Toys,375.28,2023-01-19,4,300,Miami
8846,Jacket,Clothing,200.98,2023-06-06,8,76,Chicago
8847,Smartwatch,Electronics,94.88,2023-04-14,6,110,"Los Angeles"
8848,Smartphone,Electronics,105.93,2023-03-24,10,245,Chicago
8849,Tablet,Electronics,877.95,2023-04-10,2,489,Chicago
8850,"Science Book",Books,760.94,2023-02-15,10,75,Miami
8851,Dress,Clothing,393.65,2023-05-09,4,409,Miami
8852,Headphones,Electronics,488.27,2023-02-01,5,249,"Los Angeles"
8853,"Board Game",Toys,244.54,2023-03-30,8,81,Houston
8854,"Non-fiction Book",Books,451.89,2023-03-24,10,182,Miami
8855,"Art Book",Books,978.85,2023-03-06,9,89,"Los Angeles"
8856,Headphones,Electronics,139.89,2023-04-11,4,76,Houston
8857,Doll,Toys,872.90,2023-04-01,9,489,"New York"
8858,Mouse,Electronics,674.25,2023-05-11,6,395,"New York"
8859,Shoes,Clothing,300.53,2023-04-24,3,190,"New York"
8860,T-shirt,Clothing,282.57,2023-06-16,8,61,"Los Angeles"
8861,"Action Figure",Toys,403.42,2023-05-29,10,28,Chicago
8862,"Science Book",Books,365.41,2023-03-29,4,93,Miami
8863,Speaker,Electronics,146.02,2023-06-25,5,145,"New York"
8864,"Fiction Book",Books,846.14,2023-04-27,8,292,Miami
8865,Wardrobe,Furniture,547.14,2023-01-28,2,75,"Los Angeles"
8866,T-shirt,Clothing,70.64,2023-01-21,4,232,"Los Angeles"
8867,"Fiction Book",Books,239.83,2023-06-10,8,500,Houston
8868,Doll,Toys,0.90,2023-06-12,5,397,Chicago
8869,Doll,Toys,105.61,2023-03-02,4,411,"New York"
8870,Shoes,Clothing,726.92,2023-06-20,6,440,Houston
8871,Smartwatch,Electronics,563.57,2023-06-21,1,238,"New York"
8872,Jacket,Clothing,571.97,2023-03-28,7,474,Houston
8873,"Non-fiction Book",Books,185.92,2023-02-08,6,470,"New York"
8874,"Action Figure",Toys,547.50,2023-04-18,4,485,Houston
8875,Headphones,Electronics,757.54,2023-03-29,2,182,"Los Angeles"
8876,Dress,Clothing,273.04,2023-05-06,7,130,"Los Angeles"
8877,"Non-fiction Book",Books,621.62,2023-02-06,2,74,"Los Angeles"
8878,"Action Figure",Toys,287.15,2023-02-23,7,143,Chicago
8879,"Fiction Book",Books,76.60,2023-02-14,10,118,"New York"
8880,Dresser,Furniture,629.56,2023-01-22,8,112,Miami
8881,Camera,Electronics,631.60,2023-05-12,8,287,Houston
8882,Wardrobe,Furniture,116.36,2023-01-22,3,418,Chicago
8883,Puzzle,Toys,791.64,2023-01-06,8,429,Miami
8884,Doll,Toys,183.67,2023-02-09,6,15,Chicago
8885,Jeans,Clothing,866.64,2023-03-06,2,454,Miami
8886,Tablet,Electronics,21.33,2023-03-27,4,75,Houston
8887,Jeans,Clothing,0.86,2023-01-05,2,261,"Los Angeles"
8888,"Science Book",Books,955.38,2023-01-02,2,406,Chicago
8889,Chair,Furniture,629.09,2023-05-08,7,104,"New York"
8890,Dress,Clothing,975.93,2023-03-07,9,171,"New York"
8891,Nightstand,Furniture,39.37,2023-03-11,9,429,Miami
8892,"Board Game",Toys,679.84,2023-01-25,7,374,Miami
8893,Doll,Toys,883.28,2023-02-28,10,442,Chicago
8894,Puzzle,Toys,210.42,2023-05-24,4,174,Houston
8895,Shoes,Clothing,752.87,2023-05-19,6,295,"Los Angeles"
8896,"Coffee Table",Furniture,13.21,2023-05-16,8,206,Miami
8897,"Board Game",Toys,289.45,2023-01-14,6,159,"New York"
8898,Bed,Furniture,405.84,2023-04-17,8,485,Chicago
8899,Mouse,Electronics,358.68,2023-02-19,4,352,Chicago
8900,"Board Game",Toys,171.06,2023-02-04,5,304,Houston
8901,"Remote Control Car",Toys,307.94,2023-04-29,4,458,Chicago
8902,Shoes,Clothing,166.80,2023-01-25,2,265,"New York"
8903,"Remote Control Car",Toys,963.71,2023-01-27,9,421,Houston
8904,"Non-fiction Book",Books,447.73,2023-03-19,9,389,Chicago
8905,"Action Figure",Toys,513.26,2023-03-31,10,97,"New York"
8906,Dresser,Furniture,392.50,2023-01-25,5,47,Miami
8907,Shoes,Clothing,656.53,2023-05-05,6,215,Houston
8908,"Board Game",Toys,108.20,2023-06-06,1,247,Chicago
8909,Dress,Clothing,667.91,2023-06-26,10,295,"Los Angeles"
8910,Chair,Furniture,673.61,2023-06-12,5,375,"Los Angeles"
8911,Headphones,Electronics,284.73,2023-02-16,5,236,"New York"
8912,"Fiction Book",Books,260.59,2023-02-16,6,372,"Los Angeles"
8913,"Board Game",Toys,715.86,2023-02-22,4,325,"Los Angeles"
8914,"Science Book",Books,663.70,2023-04-26,3,76,"New York"
8915,Tablet,Electronics,838.65,2023-03-28,9,2,"Los Angeles"
8916,"Science Book",Books,707.63,2023-05-27,10,132,Chicago
8917,"Art Book",Books,826.76,2023-02-03,5,360,"Los Angeles"
8918,"Action Figure",Toys,54.87,2023-05-04,3,139,Chicago
8919,Smartwatch,Electronics,150.09,2023-05-07,1,126,"New York"
8920,T-shirt,Clothing,95.96,2023-02-11,9,312,Chicago
8921,"Non-fiction Book",Books,906.41,2023-05-27,4,149,Chicago
8922,Bookshelf,Furniture,664.32,2023-02-27,7,62,Houston
8923,Shoes,Clothing,970.11,2023-02-24,7,67,Miami
8924,"Science Book",Books,958.14,2023-03-10,1,492,Miami
8925,Wardrobe,Furniture,358.96,2023-02-21,4,449,Chicago
8926,T-shirt,Clothing,823.89,2023-06-26,5,129,Miami
8927,Tablet,Electronics,325.60,2023-05-20,9,56,Miami
8928,Smartphone,Electronics,733.57,2023-04-13,7,263,Houston
8929,"Action Figure",Toys,75.24,2023-01-07,10,322,"Los Angeles"
8930,Doll,Toys,29.37,2023-01-25,6,286,"New York"
8931,"Art Book",Books,278.11,2023-06-19,9,286,"Los Angeles"
8932,Chair,Furniture,506.50,2023-02-05,5,398,Chicago
8933,Nightstand,Furniture,858.11,2023-03-15,5,27,Miami
8934,Desk,Furniture,52.88,2023-02-08,10,465,Miami
8935,"Art Book",Books,330.87,2023-06-22,9,64,"Los Angeles"
8936,"Fiction Book",Books,648.89,2023-04-28,4,329,"Los Angeles"
8937,Shoes,Clothing,214.10,2023-01-16,8,367,"Los Angeles"
8938,Camera,Electronics,891.23,2023-06-09,8,59,"Los Angeles"
8939,Sofa,Furniture,667.93,2023-03-30,5,401,Houston
8940,"Fiction Book",Books,794.07,2023-06-07,10,145,Chicago
8941,"History Book",Books,281.17,2023-04-03,8,24,"New York"
8942,Chair,Furniture,719.63,2023-02-20,3,181,"New York"
8943,"Table Lamp",Furniture,516.76,2023-01-06,7,477,Miami
8944,Doll,Toys,290.39,2023-03-09,10,434,"Los Angeles"
8945,Keyboard,Electronics,986.35,2023-04-13,9,385,"New York"
8946,Shoes,Clothing,326.24,2023-05-17,9,399,Chicago
8947,Nightstand,Furniture,803.12,2023-01-31,5,321,Miami
8948,"Science Book",Books,751.95,2023-01-23,4,213,"New York"
8949,Puzzle,Toys,505.91,2023-03-30,10,91,"New York"
8950,Camera,Electronics,311.26,2023-06-08,5,343,"New York"
8951,Monitor,Electronics,486.81,2023-03-11,5,95,Chicago
8952,Speaker,Electronics,522.24,2023-05-04,9,143,Miami
8953,"Coffee Table",Furniture,127.03,2023-02-26,2,498,Chicago
8954,Laptop,Electronics,543.00,2023-02-14,7,150,Houston
8955,T-shirt,Clothing,670.20,2023-05-17,8,306,Houston
8956,"History Book",Books,365.46,2023-04-19,10,362,Miami
8957,Desk,Furniture,148.54,2023-04-23,7,232,"Los Angeles"
8958,Desk,Furniture,637.45,2023-01-08,4,205,"New York"
8959,"Table Lamp",Furniture,672.58,2023-04-30,3,239,Chicago
8960,Speaker,Electronics,648.81,2023-02-18,5,114,Miami
8961,Puzzle,Toys,792.85,2023-06-10,1,378,Chicago
8962,Nightstand,Furniture,830.85,2023-02-28,2,325,Miami
8963,Dress,Clothing,474.64,2023-05-06,1,139,"New York"
8964,Doll,Toys,56.20,2023-01-17,3,63,Houston
8965,Dress,Clothing,394.63,2023-05-14,6,187,"Los Angeles"
8966,T-shirt,Clothing,456.65,2023-06-06,10,140,Chicago
8967,T-shirt,Clothing,664.73,2023-02-15,3,322,"Los Angeles"
8968,"Board Game",Toys,779.85,2023-03-08,5,188,"Los Angeles"
8969,"Remote Control Car",Toys,948.26,2023-01-22,8,224,Miami
8970,T-shirt,Clothing,581.40,2023-03-20,5,455,"Los Angeles"
8971,Desk,Furniture,218.14,2023-06-21,2,351,"New York"
8972,"Fiction Book",Books,676.48,2023-06-03,3,296,"Los Angeles"
8973,Shoes,Clothing,317.44,2023-04-17,10,101,"New York"
8974,Dress,Clothing,109.20,2023-06-19,4,28,"New York"
8975,Dress,Clothing,405.04,2023-05-15,6,211,Chicago
8976,"Coffee Table",Furniture,872.01,2023-02-05,4,111,"New York"
8977,T-shirt,Clothing,321.27,2023-02-10,2,82,"Los Angeles"
8978,Tablet,Electronics,321.23,2023-05-14,8,226,"New York"
8979,"Board Game",Toys,498.91,2023-01-24,2,203,Chicago
8980,Shoes,Clothing,337.25,2023-05-13,7,85,Miami
8981,Dress,Clothing,384.88,2023-04-29,2,376,"Los Angeles"
8982,"Coffee Table",Furniture,606.70,2023-06-05,6,477,"Los Angeles"
8983,Wardrobe,Furniture,196.64,2023-04-04,1,231,"Los Angeles"
8984,Mouse,Electronics,296.41,2023-06-24,10,425,"Los Angeles"
8985,Shoes,Clothing,399.67,2023-02-05,8,166,"Los Angeles"
8986,Jacket,Clothing,763.93,2023-05-31,10,495,"Los Angeles"
8987,"Table Lamp",Furniture,986.93,2023-02-20,5,165,"Los Angeles"
8988,"History Book",Books,350.59,2023-04-16,9,320,Chicago
8989,"Board Game",Toys,380.36,2023-01-27,6,255,Houston
8990,Bed,Furniture,83.08,2023-01-25,5,357,"Los Angeles"
8991,"Coffee Table",Furniture,755.42,2023-04-08,5,271,Chicago
8992,Shoes,Clothing,77.69,2023-05-23,8,99,Miami
8993,"History Book",Books,218.85,2023-02-10,5,359,"New York"
8994,Dress,Clothing,811.71,2023-04-01,1,453,"Los Angeles"
8995,"Science Book",Books,104.99,2023-02-24,2,38,Houston
8996,"Fiction Book",Books,435.11,2023-06-07,1,342,"Los Angeles"
8997,Camera,Electronics,958.14,2023-02-09,3,198,"Los Angeles"
8998,Shoes,Clothing,323.14,2023-02-04,10,172,Houston
8999,"History Book",Books,989.07,2023-06-16,7,248,Chicago
9000,Camera,Electronics,899.13,2023-01-06,5,72,"Los Angeles"
9001,T-shirt,Clothing,587.92,2023-03-04,10,394,"New York"
9002,"Action Figure",Toys,837.73,2023-06-26,4,474,Houston
9003,Sofa,Furniture,429.35,2023-04-03,3,434,Chicago
9004,Puzzle,Toys,311.37,2023-02-13,3,342,Chicago
9005,"Non-fiction Book",Books,993.83,2023-01-25,8,65,Chicago
9006,Keyboard,Electronics,594.45,2023-04-29,6,306,Chicago
9007,"Art Book",Books,49.89,2023-05-30,1,267,Houston
9008,"Non-fiction Book",Books,264.21,2023-04-22,4,345,Chicago
9009,Shoes,Clothing,126.28,2023-06-07,10,153,Chicago
9010,"Remote Control Car",Toys,125.16,2023-04-29,10,297,"Los Angeles"
9011,Desk,Furniture,211.68,2023-06-14,10,435,Chicago
9012,Wardrobe,Furniture,320.85,2023-01-06,2,417,Houston
9013,Shoes,Clothing,961.12,2023-01-07,4,218,"Los Angeles"
9014,"Remote Control Car",Toys,609.97,2023-03-18,3,82,Miami
9015,Dresser,Furniture,228.77,2023-02-17,7,215,"Los Angeles"
9016,"Fiction Book",Books,670.70,2023-05-20,9,483,"Los Angeles"
9017,Desk,Furniture,189.10,2023-05-21,4,175,Houston
9018,"Art Book",Books,438.53,2023-04-24,9,165,"New York"
9019,Dress,Clothing,494.62,2023-02-03,5,340,"New York"
9020,Desk,Furniture,447.26,2023-01-25,4,135,"Los Angeles"
9021,"Board Game",Toys,751.12,2023-02-19,2,420,Houston
